bm/rcv20/data/1.0/comp.sys.mac.hardware/50496	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/50452	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60525	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/51884	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/51737	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60725	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60169	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/51644	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60174	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/61085	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/52233	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60140	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/61123	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/52204	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/50421	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60249	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/52070	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/52232	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/61164	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/51876	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60921	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/52142	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/50435	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60937	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/61029	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/58839	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/50505	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60766	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/51829	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60916	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60163	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/51771	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/51797	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60814	0
bm/rcv20/data/1.0/comp.sys.ibm.pc.hardware/60829	0
bm/rcv20/data/1.0/comp.sys.mac.hardware/52402	0
