bm/reuters/data/1.0/earnacq489	0
bm/reuters/data/1.0/earnacq11718	0
bm/reuters/data/1.0/earnacq9076	0
bm/reuters/data/1.0/earnacq18549	0
bm/reuters/data/1.0/earnacq849	0
bm/reuters/data/1.0/earnacq17961	0
bm/reuters/data/1.0/earnacq5840	0
bm/reuters/data/1.0/earnacq8750	0
bm/reuters/data/1.0/earnacq5665	0
bm/reuters/data/1.0/earnacq8537	0
bm/reuters/data/1.0/earnacq2629	0
bm/reuters/data/1.0/earnacq289	0
bm/reuters/data/1.0/earnacq9963	0
bm/reuters/data/1.0/earnacq15841	0
bm/reuters/data/1.0/earnacq9361	0
bm/reuters/data/1.0/earnacq17782	0
bm/reuters/data/1.0/earnacq13376	0
bm/reuters/data/1.0/earnacq10237	0
bm/reuters/data/1.0/earnacq18726	0
bm/reuters/data/1.0/earnacq16158	0
bm/reuters/data/1.0/earnacq14386	0
bm/reuters/data/1.0/earnacq3396	0
bm/reuters/data/1.0/earnacq3055	0
bm/reuters/data/1.0/earnacq19659	0
bm/reuters/data/1.0/earnacq11967	0
bm/reuters/data/1.0/earnacq7289	0
bm/reuters/data/1.0/earnacq17664	0
bm/reuters/data/1.0/earnacq9893	0
bm/reuters/data/1.0/earnacq1412	0
bm/reuters/data/1.0/earnacq3808	0
bm/reuters/data/1.0/earnacq4472	0
bm/reuters/data/1.0/earnacq18053	0
bm/reuters/data/1.0/earnacq5440	0
bm/reuters/data/1.0/earnacq19868	0
bm/reuters/data/1.0/earnacq17684	0
bm/reuters/data/1.0/earnacq12250	0
bm/reuters/data/1.0/earnacq8109	0
bm/reuters/data/1.0/earnacq1565	0
bm/reuters/data/1.0/earnacq8210	0
bm/reuters/data/1.0/earnacq4931	0
bm/reuters/data/1.0/earnacq8194	0
bm/reuters/data/1.0/earnacq18491	0
bm/reuters/data/1.0/earnacq5065	0
bm/reuters/data/1.0/earnacq9620	0
bm/reuters/data/1.0/earnacq9948	0
bm/reuters/data/1.0/earnacq18926	0
bm/reuters/data/1.0/earnacq4627	0
bm/reuters/data/1.0/earnacq12633	0
bm/reuters/data/1.0/earnacq16220	0
bm/reuters/data/1.0/earnacq19317	0
bm/reuters/data/1.0/earnacq9387	0
bm/reuters/data/1.0/earnacq19213	0
bm/reuters/data/1.0/earnacq2686	0
bm/reuters/data/1.0/earnacq17330	0
bm/reuters/data/1.0/earnacq2760	0
bm/reuters/data/1.0/earnacq5439	0
bm/reuters/data/1.0/earnacq13931	0
bm/reuters/data/1.0/earnacq13556	0
bm/reuters/data/1.0/earnacq20622	0
bm/reuters/data/1.0/earnacq11490	0
bm/reuters/data/1.0/earnacq15559	0
bm/reuters/data/1.0/earnacq20563	0
bm/reuters/data/1.0/earnacq2378	0
bm/reuters/data/1.0/earnacq9249	0
bm/reuters/data/1.0/earnacq7239	0
bm/reuters/data/1.0/earnacq5412	0
bm/reuters/data/1.0/earnacq1232	0
bm/reuters/data/1.0/earnacq6609	0
bm/reuters/data/1.0/earnacq6743	0
bm/reuters/data/1.0/earnacq9626	0
bm/reuters/data/1.0/earnacq14175	0
bm/reuters/data/1.0/earnacq11808	0
bm/reuters/data/1.0/earnacq4296	0
bm/reuters/data/1.0/earnacq11537	0
bm/reuters/data/1.0/earnacq10529	0
bm/reuters/data/1.0/earnacq12877	0
bm/reuters/data/1.0/earnacq5380	0
bm/reuters/data/1.0/earnacq9635	0
bm/reuters/data/1.0/earnacq7702	0
bm/reuters/data/1.0/earnacq3524	0
bm/reuters/data/1.0/earnacq12038	0
bm/reuters/data/1.0/earnacq3338	0
bm/reuters/data/1.0/earnacq7254	0
bm/reuters/data/1.0/earnacq6998	0
bm/reuters/data/1.0/earnacq9198	0
bm/reuters/data/1.0/earnacq14413	0
bm/reuters/data/1.0/earnacq11650	0
